model,src_lang,tgt_lang,direction,n,accuracy_at_1,recall_at_5,recall_at_10,mrr,mean_gold_cosine,std_gold_cosine,mean_random_cosine,std_random_cosine,cosine_gap,sensitivity_midpoint,specificity_midpoint,balanced_accuracy_midpoint,model_baseline,n_baseline,accuracy_at_1_baseline,recall_at_5_baseline,recall_at_10_baseline,mrr_baseline,mean_gold_cosine_baseline,std_gold_cosine_baseline,mean_random_cosine_baseline,std_random_cosine_baseline,cosine_gap_baseline,sensitivity_midpoint_baseline,specificity_midpoint_baseline,balanced_accuracy_midpoint_baseline,delta_accuracy_at_1,delta_recall_at_5,delta_recall_at_10,delta_mrr,delta_mean_gold_cosine,delta_mean_random_cosine,delta_cosine_gap,delta_sensitivity_midpoint,delta_specificity_midpoint,delta_balanced_accuracy_midpoint
all_462_final_model,snd,ory,snd->ory,1503,0.6686626746506986,0.8063872255489022,0.8469727212242182,0.7318251055491074,0.7530705332756042,0.1177925318479538,0.3559401333332062,0.1528240591287613,0.39713039994239807,0.9367930805056554,0.8962075848303394,0.9165003326679974,labse_baseline,1503,0.5948103792415169,0.7631403858948769,0.8157019294743846,0.6731479840159454,0.4949645698070526,0.1895805150270462,0.1755649447441101,0.12991361320018768,0.3193996250629425,0.791084497671324,0.884896872920825,0.8379906852960746,0.0738522954091817,0.043246839654025315,0.031270791749833604,0.05867712153316196,0.25810596346855164,0.18037518858909607,0.07773077487945557,0.1457085828343313,0.011310711909514382,0.07850964737192279
all_462_final_model,snd,pan,snd->pan,1503,0.6739853626081171,0.8143712574850299,0.8522954091816367,0.7387481429519995,0.7479546070098877,0.12600308656692505,0.3544175624847412,0.1489161252975464,0.3935370445251465,0.9248170326014638,0.9008649367930806,0.9128409846972722,labse_baseline,1503,0.6167664670658682,0.7811044577511643,0.8343313373253493,0.6926832783317465,0.49091196060180664,0.19483117759227753,0.17121507227420807,0.13244961202144623,0.31969688832759857,0.7904191616766467,0.8695941450432468,0.8300066533599468,0.057218895542248904,0.03326679973386559,0.017964071856287456,0.046064864620253054,0.25704264640808105,0.18320249021053314,0.07384015619754791,0.13439787092481703,0.031270791749833715,0.08283433133732532
all_462_final_model,snd,san,snd->san,1503,0.48769128409846974,0.6473719228210246,0.718562874251497,0.5658257806828798,0.716397762298584,0.13040678203105927,0.3571622669696808,0.16421978175640106,0.3592354953289032,0.9095143047238856,0.8602794411177644,0.8848968729208251,labse_baseline,1503,0.44644045242847635,0.6041250831669993,0.6706586826347305,0.5226033681875512,0.4598452150821686,0.18645882606506348,0.15404284000396729,0.13173642754554749,0.3058023750782013,0.7731204258150366,0.8709248170326015,0.8220226214238191,0.04125083166999338,0.043246839654025315,0.04790419161676651,0.043222412495328655,0.2565525472164154,0.2031194269657135,0.053433120250701904,0.13639387890884902,-0.010645375914837052,0.06287425149700598
all_462_final_model,snd,sat,snd->sat,1503,0.021290751829673986,0.1270791749833666,0.16300731869594146,0.10865206223459717,0.5951725244522095,0.15038350224494934,0.3542073667049408,0.18535766005516052,0.24096515774726868,0.7877578176979375,0.7345309381237525,0.761144377910845,labse_baseline,1503,0.005988023952095809,0.029940119760479042,0.044577511643379905,0.027393894231446694,0.1320510059595108,0.15459702908992767,0.05780508369207382,0.09658844023942947,0.07424592226743698,0.469061876247505,0.7504990019960079,0.6097804391217565,0.015302727877578177,0.09713905522288756,0.11842980705256155,0.08125816800315047,0.46312151849269867,0.296402283012867,0.1667192354798317,0.3186959414504325,-0.015968063872255467,0.1513639387890885
all_462_final_model,snd,tam,snd->tam,1503,0.5535595475715236,0.7212242182302062,0.7671324018629407,0.629892701936286,0.7139771580696106,0.13308581709861755,0.35861411690711975,0.1522485911846161,0.35536304116249084,0.9001996007984032,0.8689288090485695,0.8845642049234863,labse_baseline,1503,0.5429141716566867,0.7065868263473054,0.7524950099800399,0.6198541823525603,0.4668548107147217,0.19504399597644806,0.18056364357471466,0.12969855964183807,0.286291167140007,0.7704590818363274,0.863606121091151,0.8170326014637392,0.010645375914836941,0.014637391882900808,0.014637391882900808,0.010038519583725702,0.24712234735488892,0.1780504733324051,0.06907187402248383,0.12974051896207583,0.005322687957418526,0.06753160345974707
all_462_final_model,snd,tel,snd->tel,1503,0.6347305389221557,0.7771124417831005,0.8256819693945442,0.7029425089066151,0.7467342615127563,0.12512819468975067,0.363126277923584,0.15258440375328064,0.38360798358917236,0.9214903526280772,0.8902195608782435,0.9058549567531604,labse_baseline,1503,0.6027944111776448,0.7578176979374585,0.8077178975382568,0.6783449609308465,0.49673375487327576,0.19571533799171448,0.1852385699748993,0.134611114859581,0.31149518489837646,0.7817697937458417,0.8695941450432468,0.8256819693945443,0.031936127744510934,0.019294743845642004,0.017964071856287345,0.02459754797576863,0.2500005066394806,0.1778877079486847,0.0721127986907959,0.13972055888223556,0.020625415834996663,0.08017298735861611
all_462_final_model,snd,urd,snd->urd,1503,0.7012641383898869,0.8363273453093812,0.8769128409846972,0.7628495381930657,0.7628191113471985,0.11635640263557434,0.35958632826805115,0.15178382396697998,0.40323278307914734,0.9454424484364604,0.8988689288090486,0.9221556886227544,labse_baseline,1503,0.6500332667997338,0.7964071856287425,0.8356620093147039,0.7175735766228356,0.4943843185901642,0.19271527230739594,0.18195778131484985,0.13159272074699402,0.31242653727531433,0.7870924817032602,0.8715901530272788,0.8293413173652695,0.05123087159015305,0.03992015968063878,0.041250831669993326,0.04527596157023006,0.2684347927570343,0.1776285469532013,0.09080624580383301,0.15834996673320023,0.027278775781769737,0.09281437125748493
all_462_final_model,tam,asm,tam->asm,1503,0.7964071856287425,0.8888888888888888,0.9194943446440452,0.8393774873768796,0.803455114364624,0.11375822126865387,0.3743712604045868,0.14898565411567688,0.42908385396003723,0.9441117764471058,0.9201596806387226,0.9321357285429142,labse_baseline,1503,0.8143712574850299,0.9101796407185628,0.9394544244843646,0.8591448879656197,0.7121208310127258,0.1396973729133606,0.29343411326408386,0.12946003675460815,0.41868671774864197,0.9135063206919495,0.9308050565535595,0.9221556886227544,-0.017964071856287456,-0.021290751829673993,-0.019960079840319334,-0.019767400588740158,0.0913342833518982,0.08093714714050293,0.010397136211395264,0.030605455755156274,-0.010645375914836941,0.009980039920159722
all_462_final_model,tam,ben,tam->ben,1503,0.8423153692614771,0.9128409846972722,0.9394544244843646,0.8786897093719698,0.8286809921264648,0.11130008101463318,0.37640973925590515,0.14873138070106506,0.4522712528705597,0.9554224883566201,0.9341317365269461,0.9447771124417832,labse_baseline,1503,0.8809048569527611,0.9481037924151696,0.9627411842980705,0.912464583800311,0.7831429243087769,0.12486056238412857,0.36197564005851746,0.12303712964057922,0.4211672842502594,0.9261477045908184,0.9374584165003327,0.9318030605455756,-0.03858948769128401,-0.03526280771789747,-0.02328675981370598,-0.03377487442834126,0.04553806781768799,0.014434099197387695,0.031103968620300293,0.029274783765801726,-0.003326679973386537,0.012974051896207595
all_462_final_model,tam,brx,tam->brx,1503,0.27012641383898867,0.4111776447105788,0.479707252162342,0.3433338512338173,0.6293138265609741,0.13632334768772125,0.34011203050613403,0.15591062605381012,0.2892017960548401,0.8556220891550232,0.8210246174318031,0.8383233532934131,labse_baseline,1503,0.1377245508982036,0.23020625415834997,0.2754491017964072,0.18732848550861347,0.23680610954761505,0.16852083802223206,0.08903755992650986,0.10539938509464264,0.1477685496211052,0.6127744510978044,0.7924151696606786,0.7025948103792414,0.13240186294078507,0.18097139055222886,0.2042581503659348,0.15600536572520385,0.39250771701335907,0.2510744705796242,0.1414332464337349,0.24284763805721887,0.028609447771124508,0.1357285429141717
all_462_final_model,tam,doi,tam->doi,1503,0.6360612109115104,0.7844311377245509,0.83166999334664,0.7039222440618929,0.7441274523735046,0.12969081103801727,0.3626590073108673,0.15182077884674072,0.38146844506263733,0.9101796407185628,0.8882235528942116,0.8992015968063872,labse_baseline,1503,0.5741849634065203,0.7245508982035929,0.7651363938789089,0.643505531585669,0.5489510893821716,0.18281181156635284,0.21362821757793427,0.13377924263477325,0.33532287180423737,0.8137059214903526,0.8962075848303394,0.8549567531603459,0.0618762475049901,0.059880239520958,0.06653359946773119,0.06041671247622382,0.195176362991333,0.14903078973293304,0.04614557325839996,0.09647371922821024,-0.007984031936127733,0.04424484364604131
all_462_final_model,tam,guj,tam->guj,1503,0.8236859614105123,0.916833000665336,0.9341317365269461,0.8648064442976413,0.8241441249847412,0.11321619898080826,0.37938347458839417,0.14895181357860565,0.44476065039634705,0.9474384564204924,0.9308050565535595,0.939121756487026,labse_baseline,1503,0.8729208250166334,0.9447771124417831,0.9600798403193613,0.905000159575915,0.7816457152366638,0.12624754011631012,0.37363776564598083,0.12046036869287491,0.408007949590683,0.9301397205588823,0.9434464404524284,0.9367930805056554,-0.04923486360612106,-0.027944111776447067,-0.02594810379241519,-0.040193715278273645,0.04249840974807739,0.00574570894241333,0.03675270080566406,0.017298735861610126,-0.01264138389886893,0.0023286759813706537
all_462_final_model,tam,hin,tam->hin,1503,0.8403193612774451,0.927478376580173,0.9447771124417831,0.8799527088956702,0.8320305943489075,0.11023437231779099,0.3784826993942261,0.1492101103067398,0.4535478949546814,0.9527611443779108,0.9308050565535595,0.9417831004657351,labse_baseline,1503,0.8795741849634066,0.9500998003992016,0.9654025282767797,0.9118148177509353,0.7887157201766968,0.12460912764072418,0.3843144476413727,0.12059421092271805,0.4044012725353241,0.9301397205588823,0.9387890884896873,0.9344644045242848,-0.03925482368596145,-0.022621423819028652,-0.020625415834996663,-0.03186210885526508,0.04331487417221069,-0.0058317482471466064,0.0491466224193573,0.02262142381902854,-0.007984031936127844,0.007318695941450293
all_462_final_model,tam,kan,tam->kan,1503,0.7797737857618097,0.8908848968729208,0.9201596806387226,0.8307853215440918,0.8102333545684814,0.12129033356904984,0.37347695231437683,0.1498098224401474,0.4367564022541046,0.9401197604790419,0.9221556886227545,0.9311377245508983,labse_baseline,1503,0.8070525615435795,0.9001996007984032,0.9221556886227545,0.8507568303663565,0.7288905382156372,0.15442122519016266,0.3079831898212433,0.13373792171478271,0.4209073483943939,0.8962075848303394,0.9254823685961411,0.9108449767132403,-0.02727877578176985,-0.009314703925482393,-0.001996007984031989,-0.019971508822264727,0.08134281635284424,0.06549376249313354,0.015849053859710693,0.043912175648702534,-0.003326679973386537,0.020292747837658
all_462_final_model,tam,kas,tam->kas,1503,0.3759148369926813,0.5269461077844312,0.582168995342648,0.4483331563967929,0.6561275720596313,0.14020219445228577,0.3522370457649231,0.15580181777477264,0.30389052629470825,0.8642714570858283,0.8223552894211577,0.843313373253493,labse_baseline,1503,0.29141716566866266,0.42381902860944776,0.479707252162342,0.3561151329102314,0.33338072896003723,0.19876603782176971,0.10859991610050201,0.1258229911327362,0.22478081285953522,0.6932801064537591,0.8110445775116434,0.7521623419827013,0.08449767132401864,0.10312707917498343,0.10246174318030599,0.0922180234865615,0.3227468430995941,0.24363712966442108,0.07910971343517303,0.17099135063206916,0.01131071190951427,0.09115103127079172
all_462_final_model,tam,gom,tam->gom,1503,0.603459747172322,0.7651363938789089,0.8043912175648703,0.6762350461658341,0.7347138524055481,0.13183371722698212,0.35835644602775574,0.1514023393392563,0.37635740637779236,0.9041916167664671,0.8809048569527611,0.892548236859614,labse_baseline,1503,0.550232867598137,0.7052561543579507,0.7531603459747173,0.622426581443889,0.5392951369285583,0.1911773681640625,0.20061776041984558,0.14201012253761292,0.33867737650871277,0.8143712574850299,0.8782435129740519,0.8463073852295409,0.05322687957418493,0.05988023952095811,0.05123087159015305,0.053808464721945115,0.19541871547698975,0.15773868560791016,0.03768002986907959,0.08982035928143717,0.0026613439787092075,0.04624085163007319
all_462_final_model,tam,mai,tam->mai,1503,0.688622754491018,0.8110445775116434,0.8556220891550232,0.7470361924868876,0.7548815011978149,0.12663911283016205,0.3690747618675232,0.15351256728172302,0.38580673933029175,0.9214903526280772,0.8822355289421158,0.9018629407850964,labse_baseline,1503,0.688622754491018,0.8223552894211577,0.8682634730538922,0.7513699376611922,0.6108816862106323,0.15927506983280182,0.2584289312362671,0.13091415166854858,0.35245275497436523,0.8522954091816367,0.9015302727877578,0.8769128409846972,0.0,-0.01131071190951427,-0.01264138389886893,-0.004333745174304626,0.14399981498718262,0.1106458306312561,0.033353984355926514,0.0691949434464405,-0.019294743845642004,0.024950099800399195
